title	author	editor	pub	pubplace	date	edition	vols	pages	url	ia_url
المصطلح النحوي دراسة فكر ابن هشام	 الأستاذ الدكتور حسن عبد الجليل		 دار الصحوة للنشر والتوزيع	 القاهرة 	 2010م	 الأولى	 1 	 752 	https://www.lisanarb.com/2024/07/pdf_657.html	
المدخل إلى تقويم اللسان وتعليم البيان (ط العلمية)	 ابن هشام الأنصاري النحوى (ت 761هـ)	 مأمون بن محيي الدين الجنان	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 1995م	 الأولى	 1 	 360 	https://www.lisanarb.com/2024/07/pdf_567.html	
الدليل اللغوي بين القبول والرد عند ابن هشام الأنصاري في كتاب مغني اللبيب في كتب الآعاريب	 ابن هشام الأنصاري النحوى (ت 761هـ)		 دار كنوز المعرفة العلمية للنشر والتوزيع	 القاهرة بيروت	 2016م	 الأولى	 1 	 238 	https://www.lisanarb.com/2024/07/pdf_323.html	
الجملة العربية في ضوء مغنى اللبيب لابن هشام الانصاري	 محمود الجاسم		 دار كنوز المعرفة العلمية للنشر والتوزيع		 2018م	 الأولى	 1 	 192 	https://www.lisanarb.com/2024/07/pdf_765.html	
شرح ابن عقيل على ألفية ابن مالك (دار الكتاب المصرى)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 الدكتور عبد المنعم خفاجي - الدكتور عبد العزيز شرف - الدكتور محمد سعدي فرهود	 دار الكتاب المصرى للطباعة والنشر والتوزيع	 القاهرة و بيروت	 1999م	 الأولى	 2 	 800 	https://www.lisanarb.com/2024/07/pdf_661.html	
شرح ابن عقيل على ألفية ابن مالك (دار الطلائع)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 محمد محي الدين عبد الحميد	 دار الطلائع للنشر والتوزيع	 القاهرة 	 2009م	 الأولى	 1 	 639 	https://www.lisanarb.com/2024/07/pdf_596.html	
شرح ابن عقيل على ألفية ابن مالك (دار ابن كثير)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 محمد محيي الدين عبد الحميد	 دار ابن كثير للنشر والتوزيع	 القاهرة بيروت	 2019م	 الأولى	 1 	 936 	https://www.lisanarb.com/2024/07/pdf_577.html	
شرح ابن عقيل على ألفية ابن مالك (دار ابن حزم)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 الدكتور نوري حسن حامد المسلاتي	 دار ابن حزم للنشر والتوزيع	 الرياض	 2022هـ	 3 	 1 	 706 	https://www.lisanarb.com/2024/07/pdf_973.html	
شرح ابن عقيل على ألفية ابن مالك (دار ابن الجوزي)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 مجموعة من العلماء	 دار ابن الجوزي للنشر والتوزيع	 الرياض	 1440هـ	 الأولى	 3 	 1545 	https://www.lisanarb.com/2024/07/pdf_647.html	
شرح ابن عقيل على ألفية ابن مالك ، ومعه كتاب منحة الجليل بتحقيق شرح ابن عقيل (المكتبة العصرية)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 محمد محي الدين عبد الحميد	 المكتبة العصرية للطباعة والنشر	 بيروت	 2018م	 الأولى	 2 	 1268 	https://www.lisanarb.com/2024/07/pdf_210.html	
شرح ابن عقيل على ألفية ابن مالك ؛ ومعه كتاب منحة الجليل بتحقيق شرح ابن عقيل (ط العصرية)	 ابن عقيل، بهاء الدين عبد الله بن عقيلي الهمداني المصري (ت 769هـ)	 محمد محي الدين عبد الحميد	 المكتبة العصرية للطباعة والنشر	 بيروت	 2018م	 الأولى	 2 	 1268 	https://www.lisanarb.com/2024/07/pdf_961.html	
شرح ابن الناظم على ألفية ابن مالك (طبعة 2)	 ابن مالك الأندلسي، أبو عبد الله محمد جمال الدين الطائي (ت 672 هـ)	 محمد باسل عيون السود	 دار الكتب العلمية للنشر والتوزيع	 بيروت	 2019م	 2 	 1 	 816 	https://www.lisanarb.com/2024/07/2-pdf_21.html	
زبدة الأقوال في شرح لامية أبنية الأفعال لإبن مالك	 ابن مالك الأندلسي، أبو عبد الله محمد جمال الدين الطائي (ت 672 هـ)	 الدكتور ناصر حسين علي	 دار سعد الدين للنشر والتوزيع		 2010م	 الأولى	 1 	 136 	https://www.lisanarb.com/2024/07/pdf_609.html	
ردود إبن مالك على النحاة	 مطيع غانم فارع		 دروب ثقافية للنشر والتوزيع		 2022م	 الأولى	 1 	 371 	https://www.lisanarb.com/2024/07/pdf_901.html	
دراسات في اللسانيات ثمار التجربة	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 عمان	 2011م	 الأولى	 1 	 364 	https://www.lisanarb.com/2024/07/pdf_917.html	
دراسات في الإعلام والإشهار وثقافة الصورة	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 عمان	 2016م	 الأولى	 1 	 355 	https://www.lisanarb.com/2024/07/pdf_626.html	
النحو الوظيفي التطبيقي ؛ وفقاً لمقررات النحو العربي في المعاهد والجامعات العربية - الدراسات الأولية والعليا	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 عمان	 2016م	 الأولى	 2 	 1401 	https://www.lisanarb.com/2024/07/pdf_185.html	
النحو القرآني الدلالي	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 عمان	 2018م	 الأولى	 1 	 480 	https://www.lisanarb.com/2024/07/pdf_473.html	
المضامين الإنسانية والتشكيلات اللغوية في شعر نادر هدى	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 عمان	 2013م	 الأولى	 1 	 303 	https://www.lisanarb.com/2024/07/pdf_897.html	
اللغة العربية وتحديات العولمة (عالم الكتب)	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع	 الأردن	 2010م	 الأولى	 1 	 317 	https://www.lisanarb.com/2024/07/pdf_644.html	
اللسانيات الاجتماعية عند العرب (ط دروب)	 الأستاذ الدكتور هادي نهر		 دروب ثقافية للنشر والتوزيع		 2015م	 الأولى	 1 	 250 	https://www.lisanarb.com/2024/07/pdf_857.html	
اللسانيات الاجتماعية عند العرب (ط اليازوري)	 الأستاذ الدكتور هادي نهر		 دار اليازوري العلمية للنشر والتوزيع		 2012م	 الأولى	 1 	 149 	https://www.lisanarb.com/2024/07/pdf_475.html	
اللسانيات الاجتماعية عند العرب (دار الأمل)	 الأستاذ الدكتور هادي نهر		 دار الأمل للنشر والتوزيع		 2010م	 الأولى	 1 	 225 	https://www.lisanarb.com/2024/07/pdf_710.html	
تهذيب الكمال في أسماء الرجال (ط الرسالة)		 الأستاذ الدكتور بشار عواد معروف	 مؤسسة الرسالة للنشر والتوزيع	 بيروت 	 1435هـ ، 2014م	 2	 8 	 4096 	https://www.lisanarb.com/2024/07/pdf_267.html	
تقريب تحفة الأشراف بمعرفة الأطراف (دار المعرفة)	 أبي الحجاج يوسف بن عبد الرحمن المزي (ت 742 هـ)	 الدكتور خليل بن مأمون شيحا	 دار المعرفة للنشر والتوزيع	 بيروت 	 1429هـ ، 2008م	 الأولى	 2 	 1591 	https://www.lisanarb.com/2024/07/pdf_911.html	
جزءان عن الإمام مسلم بن الحجاج (دار ابن حزم)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 أبو حمد هادى المرى	 دار ابن حزم للنشر والتوزيع	 بيروت القاهرة	 1996م	 الأولى	 1 	 128 	https://www.lisanarb.com/2024/07/pdf_313.html	
تيسير العلام شرح عمدة الأحكام (دار العاصمة)		 سعد بن عبد الله السعدان	 دار العاصمة للنشر والتوزيع	 الرياض ، السعودية	 1426هـ ، 2005م	 الأولى	 2 	 1014 	https://www.lisanarb.com/2024/07/pdf_322.html	
تلخيص كتاب مسلم (دار الألوكة)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 فريق من الباحثين	 دار الألوكة للنشر والتوزيع	 الرياض ، السعودية	 1440هـ ، 2019م	 الأولى	 2 	 2460 	https://www.lisanarb.com/2024/07/pdf_939.html	
المنهاج في شرح صحيح مسلم بن الحجاج (دار الصديق)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 أبو معاوية البيروتي	 دار الصديق للنشر والتوزيع	 بيروت القاهرة	 2016م	 الأولى	 7 	 3128 	https://www.lisanarb.com/2024/07/pdf_159.html	
المنهاج شرح صحيح مسلم بن الحجاج (دار ابن حزم)	 الإمام مسلم بن الحجاج القشيري النيسابوري (ت 261 هـ)	 محمد فؤاد عبد الباقي	 دار ابن حزم للنشر والتوزيع	 بيروت 	 2012م	 الأولى, طبعة مصححة ومنقحة ومفهرسة	 7 	 3205 	https://www.lisanarb.com/2024/07/pdf_995.html	
المنتقى من الصحيحين (دار المعرفة)	 خليل مأمون شيحا		 دار المعرفة للنشر والتوزيع	 بيروت 	 2004م	 الأولى	 1 	 464 	https://www.lisanarb.com/2024/07/pdf_850.html	
المفهم لما أشكل من تلخيص كتاب مسلم (دار ابن كثير)	 أبى العباس أحمد بن عمر القرطبى (ت 656 هـ)	 الدكتور محيي الدين مستو و يوسف علي بديوي	 دار ابن كثير للنشر والتوزيع	 دمشق	 2017م	 7 	 7 	 4936 	https://www.lisanarb.com/2024/07/pdf_591.html	
القواعد الأساسية للنحو والصرف؛ للمرحلة الثانوية وما في مستواها (دار أخبار اليوم)	 أحمد محمد صقر ، محمد صلاح فرج ، محمد عبد الحميد غراب		 وزارة التربية والتعليم، مصر		 2015-2016م	 الأولى		 185	https://www.lisanarb.com/2024/07/2015-pdf.html	https://archive.org/download/lis_mr14/lisanarb.com_mr1407.pdf https://archive.org/download/lis_mt03/lis_mt0304.pdf  https://archive.org/stream/lis_mr14/lisanarb.com_mr1407#mode/2up 
النحو العربي من خلال النصوص لتلامذة السنة الرابعة الثانوي (1973م)	 عبد الوهاب بكر و عبد القادر المهيرى و التهامى نقرة و عبد الله بن علية		 الشركة التونسية للتوزيع	 تونس 	 1973م	 الأولى 	 1 	 158 	https://www.lisanarb.com/2024/07/1973-pdf_16.html	https://archive.org/download/lis_mr15/lisanarb.com_mr1503.pdf https://archive.org/download/lis_mt035/lisanarb.com_mt3504.pdf  https://archive.org/stream/lis_mr15/lisanarb.com_mr1503#mode/2up 
النحو العربي من خلال النصوص لتلامذة السنة الثالثة الثانوي (1971م)	 عبد الوهاب بكر و عبد القادر المهيرى و التهامى نقرة و عبد الله بن علية		 الشركة التونسية للتوزيع	 تونس 	 1971م	 الأولى 	 1 	 221 	https://www.lisanarb.com/2024/07/1971-pdf.html	https://archive.org/download/lis_mr15/lisanarb.com_mr1502.pdf https://archive.org/download/lis_mt035/lisanarb.com_mt3507.pdf  https://archive.org/stream/lis_mr15/lisanarb.com_mr1502#mode/2up 
النحو العربي من خلال النصوص لتلامذة السنة الثانية الثانوي (1987م)	 عبد الوهاب بكر و عبد القادر المهيرى و التهامى نقرة و عبد الله بن علية		 الشركة التونسية للتوزيع	 تونس 	 1407هـ ، 1987م	 الأولى 	 1 	 133 	https://www.lisanarb.com/2024/07/1987-pdf.html	https://archive.org/download/lis_mr14/lisanarb.com_mr1402.pdf https://archive.org/download/lis_mt035/lisanarb.com_mt3509.pdf  https://archive.org/stream/lis_mr14/lisanarb.com_mr1402#mode/2up 
النحو العربي من خلال النصوص لتلامذة السنة الأولى الثانوي (1979م)	 عبد الوهاب بكر و عبد القادر المهيدى و التهامى نقرة و عبد الله بن علية		 الشركة التونسية للتوزيع	 تونس 	 1969م	 الأولى 	 1 	 218 	https://www.lisanarb.com/2024/07/1-pdf.html	https://archive.org/download/lis_mr15/lisanarb.com_mr1504.pdf https://archive.org/download/lis_mr15/lisanarb.com_mr1505.pdf  https://archive.org/stream/lis_mr15/lisanarb.com_mr1504#mode/2up 
إنقاذ اللغة من أيدي النحاة	 الأستاذ الدكتور أحمد درويش		 دار الفكر المعاصر للنشر والتوزيع	 دمشق - بيروت	 1999م	 الأولى	 1 	 89 	https://www.lisanarb.com/2024/07/pdf_634.html	 https://archive.org/download/lis_m116/lisanarb.com_m1604.pdf  https://archive.org/stream/lis_m116/lisanarb.com_m1604#mode/2up 
إنقاذ اللغة إنقاذ الهوية	 الأستاذ الدكتور أحمد درويش		 دار نهضة مصر للطباعة والنشر	 القاهرة	 2007م	 الأولى	 1 	 164 	https://www.lisanarb.com/2024/07/pdf_890.html	 https://archive.org/download/lis_m116/lisanarb.com_m1603.pdf  https://archive.org/stream/lis_m116/lisanarb.com_m1603#mode/2up 
في النقد التطبيقى (محاورات مع نصوص شعرية ونثرية)	 الأستاذ الدكتور أحمد درويش		 المجلس الأعلى للثقافة	 القاهرة	 2010م	 الأولى	 1 	 516 	https://www.lisanarb.com/2024/07/blog-post_76.html	 https://archive.org/download/lis_m119/lisanarb.com_m1904.pdf  https://archive.org/stream/lis_m119/lisanarb.com_m1904#mode/2up 
في النقد التحليلي للقصيدة المعاصرة	 الأستاذ الدكتور أحمد درويش		 دار الشروق للنشر والتوزيع	 القاهرة	 1417هـ ، 1996م	 الأولى	 1 	 146 	https://www.lisanarb.com/2024/07/blog-post_0.html	 https://archive.org/download/lis_m119/lisanarb.com_m1903.pdf  https://archive.org/stream/lis_m119/lisanarb.com_m1903#mode/2up 
رحلتا النقد والإبداع	 الأستاذ الدكتور أحمد درويش		 دار زرقاء اليمامة للنشر والتوزيع	 القاهرة	 2010م	 الأولى	 1 	 191 	https://www.lisanarb.com/2024/07/blog-post_10.html	 https://archive.org/download/lis_m117/lisanarb.com_m1708.pdf  https://archive.org/stream/lis_m117/lisanarb.com_m1708#mode/2up 
الكلمة والمجهر (فى نقد الشعر)	 الأستاذ الدكتور أحمد درويش		 دار الشروق للنشر والتوزيع	 القاهرة	 1417هـ ، 1996م	 الأولى	 1 	 149 	https://www.lisanarb.com/2024/07/blog-post_16.html	 https://archive.org/download/lis_m115/lisanarb.com_m1509.pdf  https://archive.org/stream/lis_m115/lisanarb.com_m1509#mode/2up 
أحمد الشايب ناقداً	 الأستاذ الدكتور أحمد درويش		 الهيئة المصرية العامة للكتاب والنشر والتوزيع	 القاهرة	 1994م	 الأولى	 1 	 225 	https://www.lisanarb.com/2024/07/blog-post_98.html	 https://archive.org/download/lis_m115/lisanarb.com_m1501.pdf  https://archive.org/stream/lis_m115/lisanarb.com_m1501#mode/2up 
نافذة في جدار الصمت			 مكتبة الشباب للنشر والتوزيع	 القاهرة	 1974م	 الأولى	 1 	 193 	https://www.lisanarb.com/2024/07/pdf_317.html	 https://archive.org/download/lis_m119/lisanarb.com_m1908.pdf  https://archive.org/stream/lis_m119/lisanarb.com_m1908#mode/2up 
خليل مطران المسيرة والإبداع	 الأستاذ الدكتور أحمد درويش		 مؤسسة جائزة عبد العزيز سعود البابطين للإبداع الشعرى	 الكويت	 2010م	 الأولى	 1 	 393 	https://www.lisanarb.com/2024/07/pdf_521.html	 https://archive.org/download/lis_m117/lisanarb.com_m1704.pdf  https://archive.org/stream/lis_m117/lisanarb.com_m1704#mode/2up 
خليل مطران المسيرة والإبداع	 الأستاذ الدكتور أحمد درويش		 مؤسسة جائزة عبد العزيز سعود البابطين للإبداع الشعرى	 الكويت	 2010م	 الأولى	 1 	 393 	https://www.lisanarb.com/2024/07/pdf_676.html	 https://archive.org/download/lis_m117/lisanarb.com_m1704.pdf  https://archive.org/stream/lis_m117/lisanarb.com_m1704#mode/2up 
ثلاثة ألحان مصرية			 الهيئة المصرية العامة للتأليف والنشر	 القاهرة	 1971م	 الأولى	 1 	 91 	https://www.lisanarb.com/2024/07/pdf_272.html	 https://archive.org/download/lis_m116/lisanarb.com_m1609.pdf  https://archive.org/stream/lis_m116/lisanarb.com_m1609#mode/2up 
أفئدة الطير	 الأستاذ الدكتور أحمد درويش		 الدار المصرية اللبنانية للنشر والتوزيع	 القاهرة	 2019م	 الأولى	 1 	 250 	https://www.lisanarb.com/2024/07/pdf_860.html	 https://archive.org/download/lis_m115/lisanarb.com_m1504.pdf  https://archive.org/stream/lis_m115/lisanarb.com_m1504#mode/2up 
أثر المرجعية الحديثية في مصطلح سيبويه			 دراسات مصطلحية, العدد الأول		 1422هـ , 2001م		 1 	 19 	https://www.lisanarb.com/2024/07/pdf_990.html	https://archive.org/download/lis_si11/lisanarb.com_si1106.pdf  https://archive.org/stream/lis_si11/lisanarb.com_si1106#mode/2up 
أثر الظواهر الصوتية في التصغير في كتاب سيبويه			 المجلة العلمية لجامعة الملك فيصل، المجلد 10، العدد 2 	 السعودية	 1430هـ ، 2009م		 1 	 20 	https://www.lisanarb.com/2024/07/pdf_974.html	 https://archive.org/download/lis_si11/lisanarb.com_si1105.pdf  https://archive.org/stream/lis_si11/lisanarb.com_si1105#mode/2up 
أثر الدراسة الحديثية في المنهج النحوى عند سيبويه	 الأستاذ الدكتور دبان صالح مهدى		 مجلة العميد, المجلد 2 العدادان 3-4 		 1433هـ , 2012م		 1 	 21 	https://www.lisanarb.com/2024/07/pdf_924.html	https://archive.org/download/lis_si11/lisanarb.com_si1101.pdf https://archive.org/download/lis_si11/lisanarb.com_si1104.pdf  https://archive.org/stream/lis_si11/lisanarb.com_si1101#mode/2up 
التحليل النحوي عند ابن هشام الأنصاري (دار النخبة)	 الأستاذ الدكتور وائل الحربي		 دار النخبة للطباعة والنشر		 2018م	 الأولى	 1 		https://www.lisanarb.com/2024/07/pdf_704.html	
الإعراب عن قواعد الإعراب (ط الهاشمية)	 ابن هشام الأنصاري النحوى (ت 761هـ)		 المكتبة الهاشمية للنشر والتوزيع	 تركيا	 1434 هـ ، 2013م	 الأولى	 1 	 46 	https://www.lisanarb.com/2024/07/pdf_920.html	
الإعراب عن قواعد الإعراب (دار الفكر)	 ابن هشام الأنصاري النحوى (ت 761هـ)	 عماد العبادي - مثنى المشهداني	 دار الفكر للنشر والتوزيع	 بيروت	 2009م	 الأولى	 1 	 128 	https://www.lisanarb.com/2024/07/pdf_773.html	
الأضواء البهجة في إبراز دقائق المنفرجة ( شرح القصيدة الشهيرة بالمنفرجة للإمام ابن النحوي )	 زكريا بن محمد الأنصاري (ت 925هـ)	 هشام بن محمد حيجر الحسني	 دار الكتب العلمية للنشر والتوزيع	 القاهرة بيروت	 2010م	 الأولى	 1 	 96 	https://www.lisanarb.com/2024/07/pdf_145.html	
إعراب الشواهد القرآنية والأحاديث النبوية الشريفة في كتاب شرح قطر الندى وبل الصدى	 ابن هشام الأنصاري النحوى (ت 761هـ)	 الأستاذ الدكتور رياض بن حسن الخوام	 دار عالم الكتب للطباعة والنشر	 بيروت	 1994م	 2 	 1 	 369	https://www.lisanarb.com/2024/07/pdf_221.html	
إعراب الشواهد القرآنية الكريمة والأحاديث النبوية الشريفة في كتاب أوضح المسالك إلى ألفية ابن مالك			 المكتبة العصرية للنشر والتوزيع	 بيروت	 2010 م | 1431 هـ	 الأولى	 1 	 455 	https://www.lisanarb.com/2024/07/pdf_934.html	
إعراب الشواهد القرآنية والأحاديث النبوية الشريفة في كتاب شرح قطر الندى وبل الصدى	 ابن هشام الأنصاري النحوى (ت 761هـ)	 الأستاذ الدكتور رياض بن حسن الخوام	 المكتبة العصرية للطباعة والنشر	 بيروت	 2004م	 الأولى	 1 	 349 	https://www.lisanarb.com/2024/07/pdf_801.html	
ابن هشام الأنصاري حياته ومنهجه النحوي	 الأستاذ الدكتور عصام نور الدين		 الشركة العالمية للكتاب للنشر والتوزيع		 1989م	 الأولى	 1 	 198 	https://www.lisanarb.com/2024/07/pdf_274.html	
الصرف الوافي (ط دروب ثقافية)	 الأستاذ الدكتور هادي نهر		 دروب ثقافية للنشر والتوزيع		 2012م	 الأولى	 1 	 362 	https://www.lisanarb.com/2024/07/pdf_276.html	
الدين والأخلاق ؛ تداعي المصطلحات وخصوصية المفاهيم	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع		 2022م	 الأولى	 1 	 241 	https://www.lisanarb.com/2024/07/pdf_795.html	
الثنائيات اللغوية ؛ في القرآن الكريم تأثيل ودلالة	 الأستاذ الدكتور هادي نهر		 عالم الكتب الحديث للنشر والتوزيع		 2022م	 الأولى	 1 	 243 	https://www.lisanarb.com/2024/07/pdf_742.html	
التراكيب اللغوية	 الأستاذ الدكتور هادي نهر		 دار اليازوري العلمية للنشر والتوزيع		 2005م	 الأولى	 1 	 412 	https://www.lisanarb.com/2024/07/pdf_928.html	
التذوق الأدبي	 الأستاذ الدكتور هادي نهر و الأستاذ الدكتور محمد الشنطي	 الأستاذ الدكتور 			 2012م	 الأولى	 1 	 296 	https://www.lisanarb.com/2024/07/pdf_311.html	
الأمكنة في القرآن الكريم ؛ دراسة معجمية دلالية تأصيلية	 الأستاذ الدكتور هادي نهر		 مؤسسة الوراق للنشر والتوزيع		 2013م	 الأولى	 1 	 297 	https://www.lisanarb.com/2024/07/pdf_806.html	
الأساس في فقه اللغة العربية وأرومتها	 الأستاذ الدكتور هادي نهر		 دار الفكر للنشر والتوزيع		 2002م	 الأولى	 1 	 336 	https://www.lisanarb.com/2024/07/pdf_684.html	
المستدرك على الصحيحين (دار الميمان)	 أبي عبد الله محمد بن عبد الله الحاكم النيسابوري (ت 405 هـ)	 مجموعة من الباحثين	 دار الميمان للنشر والتوزيع	 الرياض ، المملكة العربية السعودية	 1435 هـ | 2014 م	 الأولى	 12	 6556 	https://www.lisanarb.com/2024/07/pdf_989.html	
الطبقات (الدار الأثرية)	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 هـ)	 أبو عبيدة مشهور بن حسن آل سلمان	 الدار الأثرية للنشر والتوزيع	 عمان 	  2009 م | 1430 هـ	 الأولى	 1 	 736 	https://www.lisanarb.com/2024/07/pdf_122.html	
الديباج على صحيح مسلم وبحاشيته الحل المفهم لصحيح مسلم	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 		 دار الأرقم للنشر والتوزيع	 بيروت 	 2002م	 الأولى	 6	 3506 	https://www.lisanarb.com/2024/07/pdf_505.html	
الديباج على صحيح مسلم بن الحجاج	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 		 دار الأرقم للنشر والتوزيع	 بيروت 	 2002م	 الأولى	 6	 3489 	https://www.lisanarb.com/2024/07/pdf_439.html	
التمييز ويليه ملحق يشتمل على خمسة عشر حديثا من الجزء المفقود	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 هـ)	 صالح بن أحمد بن ثابت ديان	 دار ابن حزم للنشر والتوزيع	 بيروت - اليمن	 1430هـ ، 2009م	 الأولى	 1 	 232	https://www.lisanarb.com/2024/07/pdf_138.html	
التمييز (دار ابن حزم)	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 هـ)	 صالح بن أحمد بن ثابت ديان	 دار ابن حزم للنشر والتوزيع	 بيروت - اليمن	 2009 م | 1430 هـ 	 الأولى	 1 	 233 	https://www.lisanarb.com/2024/07/pdf_395.html	
التمييز (دار ابن الجوزي)	 أبي الحسين مسلم بن الحجاج القشيري (ت 261 هـ)	 الدكتور عبد القادر مصطفى المحمدي	 دار ابن الجوزي للنشر والتوزيع	 الدمام ، المملكة العربية السعودية	 1431 هـ	 الثانية	 1 	 224 	https://www.lisanarb.com/2024/07/pdf_946.html	
معلقة امرئ القيس في دراسات القدامى والمحدثين	 الأستاذ الدكتور ضياء غني العبودي		 دار الحامد للنشر والتوزيع	 القاهرة بيروت	 2011م	 الأولى	 1 	 259 	https://www.lisanarb.com/2024/07/pdf_553.html	
قراءة ثانية في شعر امرئ القيس	 الأستاذ الدكتور محمد عبد المطلب		 مكتبة لبنان ناشرون	 القاهرة بيروت	 1996م	 الأولى	 1 	 250 	https://www.lisanarb.com/2024/07/pdf_600.html	
طقس النص المسرحي (طرفة بن العبد - امرؤ القيس - ونصوص أخرى)	 محمد العثيم		 طوى للنشر والإعلام للنشر والتوزيع		 2013م	 الأولى	 1 	 245 	https://www.lisanarb.com/2024/07/pdf_546.html	
شعر الغزل عند امرئ القيس, دراسة في الأدب الجاهلي	 امرؤ القيس بن حجر بن الحارث الكندي (ت 86 ق.هـ)		 دار المناهج للنشر والتوزيع		 2010م	 2 	 1 	 114 	https://www.lisanarb.com/2024/07/pdf_269.html	
النحو الواضح للمرحلة الأولى (فى قواعد اللغة العربية)	 علي الجارم و مصطفى أمين 		 دار المعارف للنشر والتوزيع	 مصر	 1961م	 الأولى	 3 	 450 	https://www.lisanarb.com/2024/07/1961-pdf.html	https://archive.org/download/lis_mr16/lisanarb.com_mr1601.pdf https://archive.org/download/lis_mr16/lisanarb.com_mr1602.pdf https://archive.org/download/lis_mr16/lisanarb.com_mr1603.pdf https://archive.org/stream/lis_mr16/lisanarb.com_mr1601#mode/2up https://archive.org/stream/lis_mr16/lisanarb.com_mr1602#mode/2up https://archive.org/stream/lis_mr16/lisanarb.com_mr1603#mode/2up 
النحو والصرف في شروح حماسة أبي تمام	 الدكتورة رندة محمد العمرى		 دار المقتبس للنشر والتوزيع	 بيروت	 1438هـ ، 2017م	 الأولى	 1 	 821 	https://www.lisanarb.com/2024/07/pdf_99.html	https://archive.org/download/lis_n128/lisanarb.com_n2806.pdf  https://archive.org/stream/lis_n128/lisanarb.com_n2806#mode/2up 
شرح الجامي مع حاشيته الفرح النامي (مفهرس)	 عبد الرحمن بن أحمد ملا جامي (ت 898هـ)		 مكتبة المدينة للنشر والتوزيع	 كراتشى، باكستان	 1435هـ ، 2014م	 الأولى	 1 	 431 	https://www.lisanarb.com/2024/07/pdf_52.html	https://archive.org/download/lis_n87/lisanarb.com_n8709.pdf https://archive.org/download/allawi99_yahoo_201601/%D8%A7%D9%84%D9%81%D9%88%D8%A7%D8%A6%D8%AF%20%D8%A7%D9%84%D8%B6%D9%8A%D8%A7%D8%A6%D9%8A%D8%A9%20%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%88%D9%81%20%D8%A8%D8%B4%D8%B1%D8%AD%20%D9%85%D9%84%D8%A7%20%D8%AC%D8%A7%D9%85%D9%8A%20%D9%81%D9%8A%20%D8%A7%D9%84%D9%86%D8%AD%D9%88%20%20%D9%88%D8%AD%D8%A7%D8%B4%D9%8A%D8%A9%20%D8%A7%D9%84%D9%81%D8%B1%D8%AD%20%D8%A7%D9%84%D9%86%D8%A7%D9%85%D9%8A.pdf  https://archive.org/stream/lis_n87/lisanarb.com_n8709#mode/2up 
شرح ملا جامي (الفوائد الضيائية)	 عبد الرحمن بن أحمد ملا جامي (ت 898هـ)		 مكتبة البشرى للنشر والتوزيع	 كراتشى، باكستان	 1432هـ ، 2011م	 الأولى	 1 	 625 	https://www.lisanarb.com/2024/07/pdf_0.html	https://archive.org/download/lis_n87/lisanarb.com_n8710.pdf https://archive.org/download/lis_na18/lis_na1811.pdf  https://archive.org/stream/lis_n87/lisanarb.com_n8710#mode/2up 
النحو العربي من خلال النصوص لتلامذة السنة الثالثة الثانوي (1965م)	 عبد الوهاب بكر و عبد القادر المهيرى و التهامى نقرة و عبد الله بن علية		 الشركة التونسية للتوزيع	 تونس 	 1965م	 الأولى 	 1 	 223 	https://www.lisanarb.com/2024/07/1965-pdf.html	https://archive.org/download/lis_mr15/lisanarb.com_mr1501.pdf https://archive.org/download/lis_mt035/lisanarb.com_mt3505.pdf  https://archive.org/stream/lis_mr15/lisanarb.com_mr1501#mode/2up 
