title	author	date	pages	tag	url
المدينة الوردية	طارق حريب	1990	184	رواية للفتيان
العناق على مرمى الدم	ابن الطيب	1990	128	شعر
آلام وآمال	إلياس ندور	1990	153	شعر
وردة للأميرة النائمة	درغام سفان	1990	157	شعر
مدائح الأشجار	زهير غانم	1990	192	شعر
يا أيها الحجر المقدس	سعيد قندقجي	1990	168	شعر
ضوضاء الصمت	صالح درويش	1990	160	شعر
أم أحمد لا تبيع مواويلها	صالح هواري	1990	240	شعر
مراثي عائلة القلب	علاء الدين عبد المولى	1990	176	شعر
ملك الصعاليك الجميل	محمد الطوبي	1990	112	شعر
متاهات لا تنتهي	محمد طالب محمد	1990	200	شعر
عزف منفرد لزهرة المدائن	محمد منذر لطفي	1990	160	شعر
افتتاحيات الدم الفسطيني	محمود حامد	1990	168	شعر
نوافذ للحلم	معشوق حمزة	1990	200	شعر
خطوة و يضيق الفضاء	ياسر أسكيف	1990	80	شعر
رعاف الليل	يوسف طافش	1990	192	شعر
عيون تعشق المطر	اسكندر نعمة	1990	207	قصص
الحارة	المصطفى الجماهيري	1990	144	قصص
اللعبة الحقيقية	إلياس أنيس الخوري	1990	184	قصص
قرنفل أحمر لأجلها	حسن حميد	1990	168	قصص
لا مكان للغريب	د. ناديا خوست	1990	272	قصص
ندى الحصاد	علي المزعل	1990	144	قصص
المدفع الخامس	محمد وليد الحافظ	1990	128	قصص
ما حدث لعبد الله	مروان المصري	1990	144	قصص
الأفعال الناقصة	نضال الصالح	1990	128	قصص
بالإجماع	نهاد شريف	1990	192	قصص من الخيال العا\لمي
جزيرة الطيور	خالد محي الدين البرادعي	1990	294	مسرحية
شيطان في بيت	مراد السباعي	1990	128	مسرحية
سوناتا الخريف و الدمية	وليد فاضل	1990	104	مسرحية
الامبراطور زمسكس	خالد محي الدين البرادعي	1990	252	مسرحية شعرية
حين يورق الحجر	د. بديع حقي	1990	256	مقالات
السيف المسحور	فيصل الحجلي	1991	64	قصص للأطفال
تحول السلطة ج2	ألفين توفلرت: ت. حافظ الجمالي وأسعد صقر	1991	424	دراسة
الفحص عن أساس الفنون	تيسير شيخ الأرض	1991	384	دراسة
الصهيونية و أوراقها السوداء	سعيد فارس السعيد وقاسم محمدالخيرات	1991	154	دراسة
ياقوتة حلب	عبد الفتاح رواس قلعجي	1991	86	دراسة
دراسات في الأدب والنقد	عيسى فتوح	1991	118	دراسة
الفيلم السياسي في السينما السورية	محمد عبد الوهاب الحسيني	1991	168	دراسة
اللغة المنسية	إريك فروم ت:محمود منقذ الهاشمي	1991	328	دراسة مترجمة
تحول السلطة ج1	ألفين توفلرت: ت. حافظ الجمالي وأسعد صقر	1991	416	دراسة مترجمة
آخر من شبه لهم	أديب النحوي	1991	368	رواية
غابة الوطاويط	جمال جنيد	1991	216	رواية
عيون ترقب الأرض	عبدو محمد	1991	136	رواية من الخيال العلمي للفتيان
شموس في المنفى	إبراهيم عباس ياسين	1991	212	شعر
قمر اليمام	صباح الدين كريدي	1991	140	شعر
رحى الأيام	فاطمة حداد	1991	192	شعر
الأرض مداي الصغير	محمد وحيد علي	1991	88	شعر
وطني العربي	جمال عبد الجبار علوش	1991	96	شعر للأطفال
القمر يغني للأطفال	محمد منذر لطفي	1991	112	شعر للأطفال
العاملي (حكايات عن ذلك النسر)	محمد غانم	1991	96	قصة طويلة
حين تنتزع الأقنعة	أنيسة عبود	1991	184	قصص
تلك الليلة الماطرة	د. طالب عمران	1991	272	قصص
الموظفون	سعيد سالم	1991	144	قصص
ثلوج دافئة	ضياء قصبجي	1991	144	قصص
هامش الحياة.. هامش الموت	غسان كامل ونوس	1991	160	قصص
قوانين رهن القناعات	ماري رشو	1991	144	قصص
الوقوف على الرؤوس	محسن يوسف	1991	128	قصص
الغزالة ريم	لينا كيلاني	1991	79	قصص للأطفال
واحة حرية	د. علي سلطان	1991	248	مسرحية
رسائل في مبادئ الحياة	ندرة اليازجي	1991	280	مقالات
الحبل و الكرسي	محمد أبو معتوق	1992	288	ثلاث مسرحيات
المأساة في الأدب	د. صالح الرزوق	1992	144	دراسة
الشرعية الدولية	د. عصام العسلي	1992	528	دراسة
أصداء حطين وصلاح الدين في الشعر العربي	د. عمر الدقاق	1992	192	دراسة
قطب العصر عمر اليافي ط1	د. عمر موسى باشا	1992	712	دراسة
المغامرة النقدية	د. نعيم اليافي	1992	264	دراسة
الاتجاه النفسي في نقد الشعر العربي	د.عبد القادر فيدوح	1992	536	دراسة
مدخل إلى الأدب الصيني	زكريا شريقي	1992	656	دراسة
مع النحاة	صلاح الدين الزعبلاوي	1992	454	دراسة
قضايا السينما والتلفزة في الوطن العربي	صلاح دهني	1992	184	دراسة
قضايا التنظير للمسرح العربي	عبد الرحمن بن زيدون	1992	338	دراسة
حضارة مصر القديمة	محمد الخطيب	1992	296	دراسة
الاستبداد وبدائله في فكر الكواكبي	محمد جمال طحان	1992	576	دراسة
قضايا المسرح الاحتفالي	مصطفى رمضاني	1992	228	دراسة
الأرض الكوكب الفريد	تأليف نيقولا سكروتزكي و إشيان رسول ت: ميشيل خوري	1992	304	دراسة مترجمة
الفناء الملعون	إيفو أندريتش ت: د.وليد السباعي	1992	136	رواية
تحالف الأغبياء	جون كيندي بول، ترجمة عدنان بغجاتي	1992	540	رواية
الطريق الى الشمس ج1 (تشريقة آل المر)	عبد الكريم ناصيف	1992	536	رواية
أيام الرماد	محمد عز الدين التازي	1992	308	رواية
بيت من البازلت	مسعود جوني	1992	384	رواية
نجمتان	ناشد سعيد	1992	260	رواية
فتى من الأندلس و قلعة الصوان	دياب عيد	1992	212	رواية للفتيان
الغناء في موسم الحداد	إبراهيم عباس ياسين	1992	144	شعر
منابع الفجر ج2	إبراهيم هواش خير بك	1992	216	شعر
وقت من رمل	آصف عبدالله	1992	216	شعر
إليك يا حبيبتي	أكرم جميل قنبس	1992	112	شعر
تقاسيم	جمال عبد الجبار علوش	1992	112	شعر
ظلال البحر	د. أحمد سليم الحمصي	1992	164	شعر
رؤيا أوروك	د. محمد حسين الأعرجي	1992	152	شعر
سيدة البحر	د. نذير العظمة	1992	208	شعر
هودج الغبار	درغام سفان	1992	128	شعر
هواجس الليلك واليمام	سعيد رجو	1992	152	شعر
أمير الخراب	عبد الكريم الناعم	1992	295	شعر
صور و عبر	عبد المجيد التجار	1992	144	شعر
مطارحات المرأة الليلكية	عصام ترشحاني	1992	116	شعر
ذاكرة لرحلة الانقاض	علاء الدين عبد المولى	1992	160	شعر
فاتحة يوسف العربي	غسان لافي طعمة	1992	160	شعر
مرثية الروح	فؤاد كحل	1992	228	شعر
فصول لأحلام الفرات	كمال جمال بك	1992	128	شعر
بتول.. بتول	محمد الطوبي	1992	96	شعر
مائدة مثقلة بالنسيان	محمد حسين هيثم	1992	88	شعر
من أوراق خريف آخر	محمود نقشو	1992	168	شعر
الدخان	مفيد خنسة	1992	80	شعر
فصول الجسد	ممدوح السكاف	1992	208	شعر
رماد الأحزان	ميخائيل عيد	1992	152	شعر
حانة أبي النوّاس	إبراهيم كبة	1992	176	قصص
الرمال المتحركة	أليس إلياس	1992	128	قصص
مطر وأحزان وفراش ملون	حسن حميد	1992	144	قصص
الظل الباهت	د.رشيد بو شقير	1992	80	قصص
حب في زنزانة	صقر خوري	1992	280	قصص
ناس من دمشق	غازي الخالدي	1992	232	قصص
امرأة بلا رأس	مالك عزام	1992	224	قصص
اعترافات فارس الزمان	محسن يوسف	1992	128	قصص
السماء تمطر تصفيقاً	محمد أبو خضور	1992	215	قصص
عذراً أيها السادة	نزار نجار	1992	152	قصص
سوار دالية	نهلة السوسو	1992	208	قصص
قالت الشمس للأطفال	ضحى مهنا	1992	116	قصص للأطفال
غدير الغزلان واللمسة الذهبية	نور الدين الهاشمي	1992	120	مسرحيات للاطفال
ألوان من الصمت	ت.أحمد نبيل الألفي	1992	192	مسرحية
حكي السرايا و القناع	ممدوح عدوان	1992	248	مسرحية
الصولجان و السلطان يا مولاي	محمود جميل حميدان	1992	208	مسرحيتان
العار و الكارثة ج1	علي عقلة عرسان	1992	800	مقالات
العار و الكارثة ج2	علي عقلة عرسان	1992	524	مقالات
الفحص عن أساس التفكير الفلسفي	تيسير شيخ الأرض	1993	584	دراسة
عن التقاليد و التحديث في القصة العربية	د.عبد الله أبو الهيف	1993	304	دراسة
الاتجاهات الشعرية في بلاد الشام في العهد العثماني	د.محمد التوتنجي	1993	532	دراسة
أوهاج الحداثة	د.نعيم اليافي	1993	264	دراسة
اللغة العربية الفصيحة في العصر الحديث	سمر روحي الفيصل	1993	368	دراسة
الشعر الفلسطيني المقاوم في جيله الثاني	طلعت سقيرق	1993	189	دراسة
كشوفات	عبد الكريم الناعم	1993	292	دراسة
الاحتفالية في أفق التسعينيات	عبد الكريم برشيد	1993	240	دراسة
تعالي نطيّر أوراق الخريف	حسن حميد	1993	273	رواية
لونجة و الغول	زهور ونيسي	1993	224	رواية
هذه الطريق التي كانت طريقك	خان بتي كوين ترجمة: سعيد أبو الحسن	1993	116	رواية مترجمة
غيمة النار	أحمد إبراهيم السيد	1993	192	شعر
فارس علا صهوة المجد	أحمد حسيب أسعد	1993	336	شعر
نداء التراب	جلال قضيماتي	1993	240	شعر
البراري	جميل أبو صبيح	1993	96	شعر
إن القرى لم تنتظر شهداءها	جميل داري	1993	166	شعر
أشرعة للزمن الآتي	حاتم عبد الجواد إبراهيم	1993	120	شعر
قطار العمر	خضر الحمصي	1993	164	شعر
قبل أن يخرج الفجر	سميح الباسط	1993	112	شعر
سيرة تأنيب	سمير السعيدي	1993	96	شعر
مكاشفات العاشق	صالح سلمان	1993	144	شعر
لا تشي بجراح قلبك يامرأة	عزت دلا	1993	138	شعر
اختلاطات البوح	عصام ترشحاني	1993	136	شعر
الخطو على مدارج المدينة القديمة	علاء الدين رمضان	1993	168	شعر
متاريس في السماء	غازي الناصر	1993	136	شعر
للمرأة لغة أخرى	فاديا غيبور	1993	144	شعر
همسات في ظلال المحبة	فايد إبراهيم	1993	144	شعر
القصيدة الجبلية	كمال الجزولي	1993	176	شعر
النار فاكهة الشتاء	كمال قدادين	1993	148	شعر
فراشات للفرح	مجيب السوسي	1993	192	شعر
أحاور صمت الحجر	محمد زكريا حيدر	1993	190	شعر
جميلة هي الحياة	محمد منذر لطفي	1993	212	شعر
تداعيات بين يدي أبي العلاء المعري	محمد منذر لطفي	1993	240	شعر
زنبقة الإباء	محمد وحيد علي	1993	104	شعر
عزف الدم	محمد وليد المصري	1993	128	شعر
يقول المثنى	مسعود جوني	1993	176	شعر
فضاء للجماعة	مصطفى خضر	1993	456	شعر
شتاء الجنون	وفيق خنسة	1993	160	شعر
أعيش كما تشتهون أموت كما أشتهي	وليد مشوح	1993	100	شعر
عيون المدافع	أحمد عودة	1993		قصص
كلمات حب في الدفتر	حسني سيد ليب	1993	161	قصص
عريس و عروس	حسين ورور	1993	168	قصص
التشويه من الداخل	عبد القادر ربيعة	1993	148	قصص
يوم من الذاكرة	فائق محمد حسين	1993	112	قصص
ليلة المستشار	محمد أبو خضور	1993	221	قصص
مقام العري و السياسة	محمد الدغمومي	1993	240	قصص
من يوقظ الشمس	طلال حسن	1993	63	قصص للأطفال
سعد و قصص أخرى	نجيب كيالي	1993	96	قصص للأطفال
حكايات أحمد	نزار نجار	1993	164	قصص للأطفال
السهب و قصص مبكرة	أنطون تشيخوف،ترجمة عدنان جاموس	1993	496	قصص مترجمة
السبات الجليدي	د.طالب عمران	1993	208	قصص من الخيال العلمي
الفرواتي مات مرتين	حمدي موصللي	1993	217	مسرحية
تحولات عازف الناي	علي عقلة عرسان	1993	352	مسرحية
محاكمة الزائر الغريب	د.حسن فتح الباب	1993	192	مسرحية شعرية
جمرة الحرف و خمرة النغم	د.بديع حقي	1993	216	مقالات
البحث عن هوية	عز الدين سعيد أحمد	1994	112	حوار
الوجود و الصيرورة	تيسير شيخ الأرض	1994	340	دراسة
وحدة القصيدة في النقد العربي الحديث	د.خليل موسى	1994	120	دراسة
في رحاب الأدب	سعد صائب	1994	212	دراسة
دراسات في الشعر الأردني الحديث	سليمان الأزرعي	1994	164	دراسة
البنيات الدالة في شعر أمل دنقل	عبد السلام المساوي	1994	448	دراسة
القصة العربية الحديثة و الغرب	عبد الله أبو هيف	1994	280	دراسة
أدب الطفل اليمني	عبد المجيد القاضي	1994	132	دراسة
غرائب الأيام في خفايا الأفلام	عدنان مدانات	1994	128	دراسة
طقوس حجرية	ماجد السامرائي	1994	172	دراسة
السؤال .. و الاجابة المستحيلة	محمد رضوان	1994	104	دراسة
في أدب الأطفال	نزار نجار	1994	84	دراسة
الزنديّة	ابراهيم بشير ابراهيم	1994	100	رواية
وقت لأحلام العاشق	إبراهيم عباس ياسين	1994	128	شعر
تجليات مملكة السفر	أحمد المصلح	1994	173	شعر
العبور من تحت إبط الموت	أحمد بلحاج آية وارهام	1994	120	شعر
المرايا في مواجهة الذاكرة	أحمد دوغان	1994	91	شعر
اعترافات عنترة	جمال عبد الجبار علّوش	1994	136	شعر
صقر قريش وحيداً	خالد سلامة الجيوشي	1994	184	شعر
أبي ينحت الحجر	د. راتب سكر	1994	125	شعر
و أي سلام	د.صابر فلحوط	1994	213	شعر
أغاريد و جراح	دولة عبد الهادي العباس	1994	200	شعر
طائر الكلمات	رياض خليل	1994	83	شعر
أغاني أيوب الكنعاني	صالح هواري	1994	168	شعر
وجهك الصبح و عيناك البلاد	عبد السلام المحاميد	1994	112	شعر
قصيدة البوح	عبد الناصر صالح	1994	120	شعر
غيمة الصمغ	عدنان الصائغ	1994	68	شعر
جمل منسية	غازي الذيبة	1994	144	شعر
طيور الأفق الغامض	فؤاد كحل	1994	192	شعر
بيديك مفتاح المدينة	فايد ابراهيم	1994	180	شعر
ابن عربي يترجم أشواقه	فواز حجو	1994	130	شعر
سنابل الرماد	كمال جمال بك	1994	84	شعر
مواويل للحب و الحزن	محمد بلقاسم خمّار	1994	176	شعر
أسئلة الحرائق	محمود نقشو	1994	167	شعر
الحزن رفيقي	ممدوح سكاف	1994	144	شعر
خطرات و رؤى	ميخائيل عيد	1994	100	شعر
هل يورق الحزن حباً	ناصر الخوري	1994	184	شعر
داخلاً حالة الغيم	نظيم أبو حسان	1994	113	شعر
طائر الجنون	أنور عبد العزيز	1994	104	قصص
عيون في الخريف	د.هزوان الوز	1994	126	قصص
أبي خارج القبر	علي المزعل	1994	104	قصص
الانتظار	عوض سعود عوض	1994	136	قصص
حكايات الليل و النهار	ملك حاج عبيد	1994	168	قصص
نداء لولو السري	نهاد شريف	1994	184	قصص
العالم في سهرة	وهيب سراي الدين	1994	178	قصص
مروان و الألوان	د.موفق أبو طوق	1994	100	قصص للأطفال
السمكة سيرا	لينا كيلاني	1994	88	قصص للاطفال
النافذة	ضحى مهنا	1994	64	قصص للفتيان
المستشار الأعظم	عبد الكريم ناصيف	1994	227	مسرحية
بيت الشيطان	محمد علي الخطيب	1994	135	مسرحية
السلام و التسلح النووي	د.أمين اسبر	1995	176	دراسة
الذاكرة المثقوبة	د.جمال الدين خضور	1995	184	دراسة
هجرة النصوص	د.عبدو عبود	1995	252	دراسة
المجتمعات الافريقية	د.عدنان مراد	1995	761	دراسة
المثقف العربي و المتغيرات	د.علي عقلة عرسان	1995	312	دراسة
الصهيونية زرع و اقتلاع	د.غازي الحسين	1995	360	دراسة
في الحقيقة الأدبية	د.منيف موسى	1995	145	دراسة
المتغيرات و النظام العالمي الجديد و سوريا	د.نجاح محمد	1995	207	دراسة
نشوء و تطور الفكر النفسي-الاجتماعي عند العرب	د.نزار عيون السود	1995	237	دراسة
الاعداد الدراماتورجي	زياد فواز كرباج	1995	64	دراسة
أدب و ادباء	سعيد الجزائري	1995	224	دراسة
حدود العصور-حدود الثقافات	سفتيلانا براجوغينا ت:د.ممدوح أبو الوي د.راتب سكر	1995	391	دراسة مترجمة
حب في بلاد الشام	د.ناديا خوست	1995	744	رواية
نفق بوزان	فائق محمد حسين	1995	488	رواية
جلنار البحر	بديع صقور	1995	84	شعر
ظلال الكلام	جميل داري	1995	71	شعر
صخب الياسمين	زهير غانم	1995	160	شعر
من سكر الطين	عبد الكريم الناعم	1995	132	شعر
رعاة الجحيم	عصام ترشحاني	1995	88	شعر
وقت لشهوات المغني	علاء الدين عبد المولى	1995	88	شعر
طائر الأبعاد الميته	علي الفزاني	1995	63	شعر
طائر الوقت	عمر أبو سالم	1995	80	شعر
اغمض عشقي لأرى	محمد زينو شومان	1995	93	شعر
خطى العين	مهدي محمد علي	1995	168	شعر
هناك قرب شجرة الصفصاف	حسن حميد	1995	128	قصص
خواطر في مقهى رصيف	د.هيفاء بيطار	1995	160	قصص
الترجل عن صهوة الخوف	زكريا شريقي	1995	224	قصص
عندما بكى السندباد	محسن يوسف	1995	120	قصص
قبعة زرقاء	محمود أبو حمود	1995	95	قصص
طقوس موت وهمي	نهلة السوسو	1995	138	قصص
الوعل المغرور	عبدو محمد	1995	128	قصص للأطفال
الصخرة و البحر	محمد قرانيا	1995	128	قصص للأطفال
الورد يبتسم دائماً	موفق أبو طوق	1995	80	قصص للأطفال
مسرحيات شعرية للأطفال	بسام بليبل	1995	128	مسرحيات
زنوبيا	وليد فاضل	1995	112	مسرحية
أنا و أبي	مصطفى عكرمة	1996	112	أناشيد للأطفال
في الأدب الجزائري الحديث	أحمد دوغان	1996	544	دراسة
تاريخ الأدب الموريتاني	أحمد ولد حبيب الله	1996	783	دراسة
الخصوصية في الثقافة القومية العربية	اسماعيل الملحم	1996	113	دراسة
المسألة القومية في وعي الاسلام السياسي	توفيق المديني	1996	160	دراسة
قضايا عربية في السينما	جان الكسان	1996	148	دراسة
جدل الحداثة في نقد الشعر العربي الحديث	خيرة حُمر العين	1996	208	دراسة
كلمات في الفكر و التاريخ	د.احسان الهندي	1996	184	دراسة
شعر الأطفال في سورية	د.أحمد علي كنعان	1996	380	دراسة
حماية حقوق المؤلف بين النظرية و التطبيق	د.تركي صقر	1996	340	دراسة
النظرية اللغوية العربية الحديثة	د.جعفر دك الباب	1996	248	دراسة
مقامات السيوطي	د.عبد الملك مرتاض	1996	208	دراسة
القصة الألمانية الحديثة في ضوء ترجمتها الى العربية	د.عبده عبود	1996	224	دراسة
الفكر الانتروبولوجي	د.علي عبد الله الجباوي	1996	528	دراسة
وقفات مع المسرح العربي	د.علي عقلة عرسان	1996	264	دراسة
قطب العصر (مجلد) ط2	د.عمر موسى باشا	1996	712	دراسة
حيوية اللغة بين الحقيقة و المجاز	سمير معلوف	1996	498	دراسة
الإنسان في ظلال القرآن	عبد اللطيف محرز	1996	340	دراسة
فن كتابة المسرحية	عدنان بن ذريل	1996	135	دراسة
ظواهر فنية في لغة الشعر العربي الحديث	علاء الدين رمضان السيد	1996	164	دراسة
في رحاب الفكر و الأدب	علي المصري	1996	240	دراسة
عبد الحميد الزهراوي	محمد راتب الحلاق	1996	280	دراسة
الحداثة الشعرية	محمد عزام	1996	160	دراسة
شعر الأطفال في سورية	محمد قرانيا	1996	255	دراسة
الحداثة كسؤال هوية	مصطفى خضر	1996	272	دراسة
الصورة الشعرية عند البردوني	وليد مشوح	1996	342	دراسة
تنانين عدن	كارل ساغان ت: نافع أيوب لبس	1996	157	دراسة مترجمة
فردوس الجنون	أحمد يوسف داود	1996	617	رواية
جسر بنات يعقوب	حسن حميد	1996	368	رواية
الطريق الى الشمس ج2 شرق /غرب/	عبد الكريم ناصيف	1996	496	رواية
شجرة الرحمن	وليد مدفعي	1996	272	رواية
اشتقاقات الفصل الأخير	وهيب سراي الدين	1996	288	رواية
عرضة للحياة	ابراهيم الخطيب	1996	128	شعر
رسائل الحب و الوحشة	إبراهيم عباس ياسين	1996	160	شعر
عليك أيتها الانثى ألقي دمي	آصف عبد الله	1996	80	شعر
فاطمة و طيور الفجر المهاجرة	حسين حموي	1996	119	شعر
عندما يورق الوفاء	خضر الحمصي	1996	128	شعر
في حضرة العاصي	د.راتب سكر	1996	144	شعر
قراءة في الظلام	د.علي سليمان	1996	117	شعر
ديوان	رفيق فاخوري	1996	365	شعر
شيء يخص الروح	شوقي بغدادي	1996	212	شعر
طواف في براري الوجع	علي عيد حسن	1996	128	شعر
وردة الاصغاء	عهد فاضل	1996	113	شعر
لون الأحاسيس	فؤاد كحل	1996	120	شعر
عزف منفرد	فاضل سفان	1996	86	شعر
اسطورة النورس القتيل	محمد الطوبي	1996	112	شعر
صلاة للبحر الأحمر	محمد حمدان	1996	120	شعر
توق الشاعر	محمد وحيد علي	1996	96	شعر
قصيدة ألف نون	مفيد خنسة	1996	72	شعر
على مذهب الطيف	ممدوح السكاف	1996	200	شعر
أريج الحطام	يوسف علاء الدين	1996	116	شعر
أغاني البراعم	جرجس ناصيف	1996	64	شعر للأطفال
غسق الأكاسيا	أنيسة عبود	1996	300	قصص
حارة شرقية حارة غربية	تاج الدين موسى	1996	118	قصص
حلم الأجفان المطبقة	د.احمد زياد محبّك	1996	304	قصص
نجوى زهرة البوكسيا	د.بديع حقي	1996	144	قصص
ترانيم بلا ايقاع	رباب هلال	1996	134	قصص
الأشرعة	طلعت سقيرق	1996	100	قصص
قبعة القش	محمد أبو خضور	1996	144	قصص
لو ابتسمت زهرة	محمد نديم	1996	106	قصص
الدواج	مفلح العدوان	1996	120	قصص
تنقيب أثري في زوايا القلب	ناشد سعيد	1996	132	قصص
ما رواه الجليل	نيروز مالك	1996	127	قصص
حكايات من طفولة زينب	دلال حاتم	1996	193	قصص للأطفال
الوقت الضائع	محمد سعيد الجوخدار	1996	96	قصص للأطفال
فرسان البحر	نزار نجار	1996	133	قصص للناشئة
الرمل	خورخي لويس بورخيس ت:لطيفة ديب	1996	128	قصص مترجمة
شحنة الدماغ	د.طالب عمران	1996	280	قصص من الخيال العلمي
عبير البراعم	عبد القادر الاسود	1996	102	مسرحيات للأطفال
ليالٍ مسرحية	عبد الفتاح رواس قلعة جي	1996	168	مسرحية
العاصفة	فتيّح عقلة عرسان	1996	168	مسرحية
الغول (سفر برلك -2-)	ممدوح عدوان	1996	334	مسرحية
الزهرة و السيف	خالد محي الدين البرادعي	1996	208	مسرحية شعرية
بحوث علائية	الياس سعد غالي	1997	127	دراسة
أواخر الوثنيين	بيير شوفان ترجمة سلمان حرفوش	1997	504	دراسة
المجتمع المدني و الدولة السياسية في الوطن العربي	توفيق المديني	1997	867	دراسة
فصول من حياتي /الوقائع و الأفكار/	تيسير شيخ الأرض	1997	100	دراسة
فصول في علم الاقتصاد الأدبي	حنا عبود	1997	142	دراسة
استراتيجية القرآن في مواجهة اليهودية العالمية	د.ابراهيم الشهابي	1997	155	دراسة
عودة التاريخ (ج1)	د.جمال الدين الخضور	1997	224	دراسة
المسرحية في الأدب العربي الحديث	د.خليل الموسى	1997	145	دراسة
وعي الحداثة	د.دسعد الدين كليب	1997	156	دراسة
تنسي وليامز و الاتجاهات الحديثة في المسرح العالمي	د.شاكر الحاج مخلف	1997	206	دراسة
إبن يعيش النحوي	د.عبد الإله نبهان	1997	856	دراسة
اليهودية بين النظرية و التطبيق	د.علي خليل	1997	173	دراسة
أطياف الوجه الواحد	د.نعيم اليافي	1997	400	دراسة
الخصومة بين الطائيين و عمود الشعر العربي	د.وحيد صبحي كبابة	1997	119	دراسة
تحولات عازف الناي	عدنان بن ذريل	1997	100	دراسة
الانتفاضة في ادب الوطن المحتل	محمد توفيق الصواف	1997	155	دراسة
نحن و الآخر	محمد راتب حلاق	1997	109	دراسة
الأدب العام المقارن	دانييل هنري باجو ت:د.غسان السيد	1997	290	دراسة مترجمة
ما الجنس الأدبي	ماري شيفير ت: غسان السيد	1997	149	دراسة مترجمة
التأليف بين طبقات الليل	أسعد الجبوري	1997	221	رواية
جسر الموت	باسم إيراهيم عبدو	1997	135	رواية
رحلة زاعم	ثائر زكي الزعزوع	1997	116	رواية
و يزهر القندول	عوض سعود عوض	1997	328	رواية
البطاقة السحرية	محمد ساري	1997	115	رواية
قبل الرحيل	يوسف جاد الحق	1997	311	رواية
الطوفان الأزرق	أحمد عبد السلام البقالي	1997	173	رواية من الخيال العلمي
هكذا يصنعون أنفسهم	فوزي معروف	1997	171	شخصيات و مواقف
إنانا	حسين ورور	1997	96	شعر
زهرة الشتاء /أناشيد المدن الريفية	خالد سلامة الجويشي	1997	92	شعر
العزف على قيثارة الحب و الوطن	خضر الحمصي	1997	139	شعر
ما هو لك	سمير رافع	1997	101	شعر
شرفات	صباح الدين كريدي	1997	115	شعر
ألواح مبعثرة	عبد الرحمن عمار	1997	99	شعر
أناشيد للحياة	عبد اللطيف محرز	1997	223	شعر
و كان قمرها عالياً	عبود كنجو	1997	111	شعر
دوران النور	عصام ترشحاني	1997	101	شعر
مزيداً من الحب	فاديا غيبور	1997	101	شعر
ترانيم العيون	فاطمة حداد	1997	119	شعر
بدل الوقت الضائع	فيصل خليل	1997	101	شعر
عن الأشجار لنوم الأميرة	محمد الحسن	1997	185	شعر
سقط الرؤى	محمود نقشو	1997	112	شعر
ديوان الزخرف الصغير	مصطفى خضر	1997	160	شعر
البستان	نصر الدين البحرة	1997	99	شعر
أناشيد المجد	وليد مشوح	1997	76	شعر
تحيا الشجرة	بيان صفدي	1997	76	شعر للأطفال
الاغتيال	ابراهيم خريط	1997	141	قصص
قصة فنان	ابراهيم كبة	1997	141	قصص
رحلة الى مرافئ النجوم	اسكندر نعمة	1997	127	قصص
امبراطورية الخراب العربي	جان الكسان	1997	113	قصص
مملكة الصمت	د.ناديا خوست	1997	201	قصص
حكايا طائر السمرمر	د.هزوان الوز	1997	99	قصص
حرق الليل	سحر سليمان	1997	137	قصص
سقمة حارات	عبد الفتاح عبد الولي	1997	104	قصص
أسرار وجه	علي المزعل	1997	101	قصص
الربع الخالي	محسن خضر	1997	100	قصص
الشراشف	محمد الغربي عمران	1997	199	قصص
مذكرات النساي الشامية	محمد بلقاسم خمار	1997	135	قصص
نزهة فرح	عارف الخطيب	1997	75	قصص للأطفال
الحلم و المستقبل	لينا الكيلاني	1997	62	قصص للأطفال
في دارنا ثعلب	نزار نجار	1997	119	قصص للأطفال
حكاية رجل هرب من عقله	د.محمد اسماعيل بصل	1997	98	كوميديا تاريخية
الشريط	مصطفى صمودي	1997	165	مسرحيات
السؤال الأول يحاصر جلجامش	أنور بيجو	1997	113	مسرحية
بين القلعة و السور	د.علي سلطان	1997	131	مسرحية
إختفاء السيدة و سقوط شهريار	عبد الفتاح قلعجي	1997	170	مسرحية
الشجرة الناطقة و الأعداد السكرية	نور الدين الهاشمي	1997	181	مسرحية للفتيان
الكلمة الثالثة	أليخاندرو كاسونا ت:علي الأشقر	1997	149	مسرحية مترجمة
الطريق الى النص	سليمان حسين	1997	113	مقالات في الرواية
رقصة الشيطان	أحمد يوسف داود	1998	299	دراسة
إنشاء حضارة جديدة	الفين و هيدي توفلر ت:حافظ الجمالي	1998	107	دراسة
الملفوظية	جان سيرفوني ت: د.قاسم المقداد	1998	128	دراسة
المرأة في الرواية الفلسطينية	حسان الشامي	1998	324	دراسة
خصائص الحروف العربية و معانيها	حسن عباس	1998	302	دراسة
النظرية الأدبية الحديثة و النقد الأسطوري	حنا عبود	1998	189	دراسة
حركة النقد المسرحي في سورية	د.حورية محمد حمو	1998	195	دراسة
معضلات التجزئة و التأخر و آفاق التكامل و التطور	د.خلف محمد الجراد	1998	142	دراسة
أدب الأطفال و ثقافتهم	د.سمر روحي الفيصل	1998	147	دراسة
تطور الوحدة السورية اللبنانية	د.عبد الرحمن البيطار	1998	257	دراسة
في رحاب الفكر و الادب	د.علي المصري	1998	159	دراسة
صمود و انهيار مسارات التفاوض العربية الاسرائيلية بعد مؤتمر مدريد ج2	د.علي عقلة عرسان	1998	738	دراسة
صمود و انهيار مسارات التفاوض العربية الاسرائيلية بعد مؤتمر مدريد ج1	د.علي عقلة عرسان	1998	604	دراسة
