title	author	publisher	edition	volumes
التمسك بالقرآن الكريم وأثره في حياة المسلمين	 عبد الله بن عمر محمد الأمين الشنقيطي		 مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة				 1	
التمهيد - شرح مختصر الأصول من علم الأصول	 أبو المنذر محمود بن محمد بن مصطفى بن عبد اللطيف المنياوي		 المكتبة الشاملة، مصر			 الأولى، 1432 هـ - 2011 م	 1	
التمهيد في أصول الفقه	 محفوظ بن أحمد بن الحسن أبو الخطاب الكلوذاني الحنبلي (المتوفى  510 هـ)	 مفيد محمد أبو عمشة (الجزء 1 - 2) ومحمد بن علي بن إبراهيم (الجزء 3 - 4)	 مركز البحث العلمي وإحياء التراث الإسلامي - جامعة أم القرى (37)			 الأولى، 1406 هـ - 1985 م	 4	
التمهيد في تخريج الفروع على الأصول	 عبد الرحيم بن الحسن بن علي الإسنوي الشافعي، أبو محمد، جمال الدين (المتوفى  772هـ)	 د. محمد حسن هيتو	 مؤسسة الرسالة - بيروت			 الأولى، 1400	 1	
التمهيد في علم التجويد	 شمس الدين أبو الخير ابن الجزري، محمد بن محمد بن يوسف (المتوفى  833هـ)	 الدكتور على حسين البواب	 مكتبة المعارف، الرياض			 الأولى، 1405 هـ - 1985 م	 1	
التمهيد لشرح كتاب التوحيد	 دروس ألقاها صالح بن عبد العزيز بن محمد بن إبراهيم آل الشيخ، ثم طبعت		 دار التوحيد			 الأولى، 1424هـ - 2003م	 1	 634
التمهيد لما في الموطأ من المعاني والأسانيد	 أبو عمر يوسف بن عبد الله بن محمد بن عبد البر بن عاصم النمري القرطبي (المتوفى  463هـ)	 مصطفى بن أحمد العلوي , محمد عبد الكبير البكري	 وزارة عموم الأوقاف والشؤون الإسلامية - المغرب				 24	
التمهيد والبيان في مقتل الشهيد عثمان	 أبو عبد الله محمد بن يحيى بن محمد بن يحيى بن أحمد بن محمد بن بكر الأشعري المالقي الأندلسي (المتوفى  741هـ)	 د. محمود يوسف زايد	 دار الثقافة - الدوحة - قطر			 الأولى، 1405	 1	
التمييز في تلخيص تخريج أحاديث شرح الوجيز المشهور بـ التلخيص الحبير	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852هـ)	 الدكتور محمد الثاني بن عمر بن موسى	 دار أضواء السلف			 الأولى، 1428 هـ - 2007 م	 7 (6 ومجلد للفهارس)	
التمييز	 مسلم بن الحجاج أبو الحسن القشيري النيسابوري (المتوفى  261هـ)	 د. محمد مصطفى الأعظمي	 مكتبة الكوثر - المربع - السعودية			 الثالثة، 1410	 1	
التنازع والتوازن في حياة المسلم	 محمد بن حسن بن عقيل موسى الشريف		 مؤسسة الطباعة والصحافة والنشر، جدة - المملكة العربية السعودية				 1	
التنبية في الفقه الشافعي	 أبو اسحاق إبراهيم بن علي بن يوسف الشيرازي (المتوفى  476هـ)		 عالم الكتب				 1	
التنبيهات اللطيفة فيما احتوت عليه الواسطية من المباحث المنيفة	 أبو عبد الله، عبد الرحمن بن ناصر بن عبد الله بن ناصر بن حمد آل سعدي (المتوفى  1376هـ)		 دار طيبة - الرياض			 الأولى، 1414هـ	 1	
التنبيهات المجملة على المواضع المشكلة	 صلاح الدين أبو سعيد خليل بن كيكلدي بن عبد الله الدمشقي العلائي (المتوفى  761هـ)	 مرزوق بن هياس آل مرزوق الوهراني	 الجامعة الإسلامية بالمدينة المنورة			 العددان 79 و 80, السنة 20 - رجب-ذوالحجة 1408هـ	 1	
التنبيهات المختصرة شرح الواجبات المتحتمات المعرفة على كل مسلم ومسلمة	 إبراهيم بن الشيخ صالح بن أحمد الخريصي		 دار الصميعي للنشر والتوزيع			 الطعبة الثالثة 1417هـ-1997مـ	 1	
التنبيهات المستنبطة على الكتب المدونة والمختلطة	 عياض بن موسى بن عياض بن عمرون اليحصبي السبتي، أبو الفضل (المتوفى  544هـ)	 الدكتور محمد الوثيق، الدكتور عبد النعيم حميتي	 دار ابن حزم، بيروت - لبنان			 الأولى، 1432 هـ - 2011 م	 3 (في ترقيم مسلسل واحد)	
التنبيهات على أغاليط الرواة	 علي بن حمزة البصري، أبو القاسم (المتوفى  375هـ)							
التنبيهات على رسالة الألباني في الصلاة	 حمود بن عبد الله بن حمود بن عبد الرحمن التويجري (المتوفى  1413 هـ)		 مطابع القصيم، الرياض - المملكة العربية السعودية			 الأولى، 1387 هـ	 1	
التنبيه على أوهام أبي علي في أماليه	 أبو عبيد عبد الله بن عبد العزيز بن محمد البكري الأندلسي (المتوفى  487 هـ)	 دار الكتب والوثائق القومية - مركز تحقيق التراث	 مطبعة دار الكتب المصرية بالقاهرة			 الثانية 2000	 1	
التنبيه على الألفاظ التي وقع في نقلها وضبطها تصحيف وخطأ في تفسيرها ومعانيها وتحريف في كتاب الغريبين عن أبي عبيد أحمد بن محمد المؤدب الهروي	 محمد بن ناصر بن محمد بن علي، أبو الفضل السلامي (المتوفى  550هـ)	 حسين بن عبد العزيز بن عمر باناجه	 كنوز إشبيليا للنشر والتوزيع، الرياض - المملكة العربية السعودية			 الأولى، 1429 هـ - 2008 م	 1	
التنبيه على حدوث التصحيف	 حمزة بن الحسن الأصفهاني (280 - 360 هـ)	 محمد أسعد طلس	 دار صادر - بيروت (بإذن من المجمع العلمي العربي بدمشق)			 الثانية، 1412 هـ - 1992 م	 1	
التنبيه على مبادئ التوجيه - قسم العبادات	 أبو الطاهر إبراهيم بن عبد الصمد بن بشير التنوخي المهدوي (المتوفى  بعد 536هـ)	 الدكتور محمد بلحسان	 دار ابن حزم، بيروت - لبنان			 الأولى، 1428 هـ - 2007 م	 2	
التنبيه على مشكلات الهداية	 صدر الدين علي بن علي ابن أبي العز الحنفي (المتوفى 792 هـ)	 عبد الحكيم بن محمد شاكر (جـ 1، 2، 3) - أنور صالح أبو زيد (جـ 4، 5)	 مكتبة الرشد ناشرون - المملكة العربية السعودية			 الأولى، 1424 هـ - 2003 م	 5	
التنبيه والإشراف	 أبو الحسن على بن الحسين بن على المسعودي (المتوفى  346هـ)		 دار الصاوي - القاهرة					
التنبيه والإيقاظ لما في ذيول تذكرة الحفاظ	 أحمد رافع بن محمد الحسيني القاسمي الطهطاوي الحنفي (المتوفى  1355هـ)		 مطبعة الترقي عام 1348 هـ				 1	
التنبيه والرد على أهل الأهواء والبدع	 محمد بن أحمد بن عبد الرحمن، أبو الحسين الملطي العسقلاني (المتوفى  377هـ)	 محمد زاهد بن الحسن الكوثري	 المكتبة الأزهرية للتراث - مصر				 1	
التنجيم والمنجمون وحكم ذلك في الإسلام	 عبد المجيد بن سالم المشعبي		 أضواء السلف، الرياض، المملكة العربية السعودية			 الطبعة الثانية، 1419هـ/ 1998م	 1	
التنصير، تعريفه أهدافه وسائله حسرات المنصرين	 عبد الرحمن بن عبد الله الصالح		 دار الكتاب والسنة			 الأولى، 1420هـ 1999م	 1	 102
التنصير عبر الخدمات التفاعلية لشبكة المعلومات العالمية - دراسة عقدية (رسالة ماجستير)	 محمد بن موسى المجممي		 رسالة ماجستير - كلية التربية، جامعة الملك سعود، المملكة العربية السعودية				 1	
التنصير، مفهومه وأهدافه ووسائله وسبل مواجهته	 علي بن إبراهيم الحمد النملة		 -			 الثانية، 1419هـ	 1	 152
التنكيت على الموطأ (العبادات)	 أبو محمد عبد الله بن مانع بن غلاب الغبيوي الروقي العتيبي		 الدار العالمية للنشر والتوزيع، الإسكندرية - جمهورية مصر العربية			 الأولى، 1432 هـ - 2011 م	 1	
التنكيل بما في تأنيب الكوثري من الأباطيل	 عبد الرحمن بن يحيى بن علي بن محمد المعلمي العتمي اليماني (المتوفى  1386هـ)		 المكتب الإسلامي			 الثانية، 1406 هـ - 1986 م	 2	
التنوير شرح الجامع الصغير	 محمد بن إسماعيل بن صلاح بن محمد الحسني، الكحلاني ثم الصنعاني، أبو إبراهيم، عز الدين، المعروف كأسلافه بالأمير (المتوفى  1182هـ)	 د. محمد إسحاق محمد إبراهيم	 مكتبة دار السلام، الرياض			 الأولى، 1432 هـ - 2011 م	 11	
التهذيب في اختصار المدونة	 خلف بن أبي القاسم محمد، الأزدي القيرواني، أبو سعيد ابن البراذعي المالكي (المتوفى  372هـ)		 دار البحوث للدراسات الإسلامية وإحياء التراث، دبي			 الأولى، 1423 هـ - 2002 م	 4	
التهذيب في فقه الإمام الشافعي	 محيي السنة، أبو محمد الحسين بن مسعود بن محمد بن الفراء البغوي الشافعي (المتوفى  516 هـ)	 عادل أحمد عبد الموجود، علي محمد معوض	 دار الكتب العلمية			 الأولى، 1418 هـ - 1997 م	 8	
كتاب التوابين	 أبو محمد موفق الدين عبد الله بن أحمد بن محمد بن قدامة الجماعيلي المقدسي ثم الدمشقي الحنبلي، الشهير بابن قدامة المقدسي (المتوفى  620هـ)		 دار ابن حزم			 الأولى 1424هـ/2003م	 1	
التوازن التربوي وأهميته لكل مسلم	 مجدي الهلالي		 دار السراج			 الأولى، 1430 هـ - 2009 م	 1	
التواضع والخمول	 أبو بكر عبد الله بن محمد بن عبيد بن سفيان بن قيس البغدادي الأموي القرشي المعروف بابن أبي الدنيا (المتوفى  281هـ)	 محمد عبد القادر أحمد عطا	 دار الكتب العلمية - بيروت			 الأولى، 1409 - 1989	 1	
التوبة إلى الله - معناها، حقيقتها، فضلها، شروطها	 أ. د صالح بن غانم بن عبد الله بن سليمان بن علي السدلان		 دار بلنسية للنشر والتوزيع، الرياض - المملكة العربية السعودية			 الرابعة، 1416 هـ	 1	
التوبة التوبة .. قبل الحسرات	 أزهري أحمد محمود		 دار ابن خزيمة				 1	
كتاب التوبة.	 أبو بكر عبد الله بن محمد بن عبيد بن سفيان بن قيس البغدادي الأموي القرشي المعروف بابن أبي الدنيا (المتوفى  281هـ)	 مجدي السيد إبراهيم.					 1.	
التوبة	 ثقة الدين، أبو القاسم علي بن الحسن بن هبة الله المعروف بابن عساكر (المتوفى  571هـ)	 أبو عبد الله مشعل بن باني الجبرين المطيري	 دار ابن حزم [طبع ضمن مجموع فيه عدة أجزاء لابن عساكر]			 الأولى، 1422 هـ - 2001 م	 1	
التوبيخ والتنبيه	 أبو محمد عبد الله بن محمد بن جعفر بن حيان الأنصاري المعروف بأبي الشيخ الأصبهاني (المتوفى  369هـ)	 مجدي السيد إبراهيم	 مكتبة الفرقان - القاهرة				 1	
التوجيه الإسلامي للنمو الإنساني عند طلاب التعليم العالي	 عبد الرحمن بن عبد الله الزيد		 الجامعة الاسلامية بالمدينة المنورة			 السنة السابعة والعشرون، العددان (103 - 104) 1416/1417هـ	 1	
التوجيه والإرشاد النفسي	 الدكتور حامد عبد السلام زهران		 عالم الكتب			 الثالثة	 1	
التوحيد أولا يا دعاة الإسلام	 أبو عبد الرحمن محمد ناصر الدين، بن الحاج نوح بن نجاتي بن آدم، الأشقودري الألباني (المتوفى  1420هـ)		 الكتاب منشور على موقع وزارة الأوقاف السعودية بدون بيانات					
كتاب التوحيد وإثبات صفات الرب عز وجل	 أبو بكر محمد بن إسحاق بن خزيمة بن المغيرة بن صالح بن بكر السلمي النيسابوري (المتوفى  311هـ)	 عبد العزيز بن إبراهيم الشهوان	 مكتبة الرشد - السعودية - الرياض			 الخامسة، 1414هـ - 1994م	 2	
كتاب التوحيد (مطبوع ضمن مؤلفات الشيخ محمد بن عبد الوهاب، الجزء الأول)	 محمد بن عبد الوهاب بن سليمان التميمي النجدي (المتوفى  1206هـ)	 عبد العزيز بن عبد الرحمن السعيد وغيره	 جامعة الأمام محمد بن سعود، الرياض، المملكة العربية السعودية			 -	 1	
التوحيد ومعرفة أسماء الله عز وجل وصفاته على الاتفاق والتفرد لابن منده	 أبو عبد الله محمد بن إسحاق بن محمد بن يحيى بن منده العبدي (المتوفى  395هـ)		 مكتبة العلوم والحكم، المدينة المنورة، دار العلوم والحكم، سوريا			 الأولى، 1423 هـ - 2002 م	 1	
كتاب التوحيد	 صالح بن فوزان بن عبد الله الفوزان		 وزارة الشؤون الإسلامية والأوقاف والدعوة والإرشاد - المملكة العربية السعودية			 الرابعة، 1423هـ	 1	 173
التوحيد	 محمد بن محمد بن محمود، أبو منصور الماتريدي (المتوفى  333هـ)	 د. فتح الله خليف	 دار الجامعات المصرية - الإسكندرية				 1	
التوحيد لله عز وجل لعبد الغني بن عبد الواحد المقدسي	 عبد الغني بن عبد الواحد بن علي بن سرور المقدسي الجماعيلي الدمشقي الحنبلي، أبو محمد، تقي الدين (المتوفى  600هـ)		 دار المسلم للنشر والتوزيع، الرياض			 الأولى، 1419 هـ - 1998 م	 1	
التوحيد للناشئة والمبتدئين	 عبد العزيز بن محمد بن علي آل عبد اللطيف		 وزارة الشئون الإسلامية والأوقاف والدعوة والإرشاد - المملكة العربية السعودية			 الأولى، 1422هـ	 1	 112
رسالة التوحيد	 محمد عبده بن حسن خير الله (المتوفى  1323هـ)		 دار الكتاب العربي				 1	
التوحيد وأثره في حياة المسلم	 حمد بن إبراهيم الحريقي		 دار الوطن، الرياض - المملكة العربية السعودية			 الأولى، 1414 هـ - 1993 م	 1	
التوحيد وبيان العقيدة السلفية النقية	 عبد الله بن محمد بن عبد العزيز بن عبد الرحمن بن حسين بن حميد (المتوفى  1402هـ)	 أشرف بن عبد المقصود	 مكتبة طبرية			 الأولى - 1412 هـ - 1992 م	 1	
التورق المصرفي	 رياض بن راشد عبد الله آل رشود		 وزارة الأوقاف والشؤون الإسلامية، قطر			 الأولى، 1434 هـ - 2013 م	 1	
التوريث الدعوي	 محمد بن حسن بن عقيل موسى الشريف		 دار الأندلس الخضراء للنشر والتوزيع، جدة - المملكة العربية السعودية			 الأولى، 1422 هـ - 2002 م	 1	
التوسط بين مالك وابن القاسم في المسائل التي اختلفا فيها من مسائل المدونة	 قاسم بن خلف بن فتح بن عبد الله بن جبير، أبو عبيد الجبيري (المتوفى  378هـ)	 باحو مصطفى	 دار الضياء، مصر			 الأولى, 1426 هـ - 2005 م	 1	
التوسط والاقتصاد في أن الكفر يكون بالقول أو العمل أو الاعتقاد	 علوي بن عبد القادر السقاف		 دار ابن القيم للنشر والتوزيع - الدمام			الأولى، 1420 هـ - 1999 م	 1	
التوسعة على العيال لأبي زرعة	 أبو الفضل زين الدين عبد الرحيم بن الحسين بن عبد الرحمن بن أبي بكر بن إبراهيم العراقي (المتوفى  806هـ)	 مسعد عبد الحميد السعدني	 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
التوسل أنواعه وأحكامه	 أبو عبد الرحمن محمد ناصر الدين، بن الحاج نوح بن نجاتي بن آدم، الأشقودري الألباني (المتوفى  1420هـ)	 محمد عيد العباسي	 مكتبة المعارف للنشر والتوزيع - الرياض			 الطبعة الأولى 1421 هـ - 2001 م	 1	
التوسل المشروع والممنوع	 -		 الكتاب منشور على موقع وزارة الأوقاف السعودية بدون بيانات					
التوسل في كتاب الله عز وجل	 طلال بن مصطفى عرقسوس		 الجامعة الإسلامية بالمدينة المنورة			 السنة السادسة والثلاثون، 124 - 1424هـ/2004م.	 1	
التوشيح شرح الجامع الصحيح	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911 هـ)	 رضوان جامع رضوان	 مكتبة الرشد - الرياض			 الأولى، 1419 هـ - 1998 م	 9 (في ترقيم مسلسل واحد)	
التوصل إلى حقيقة التوسل - المشروع والممنوع	 أبو غزوان، محمد نسيب بن عبد الرزاق بن محيي الدين الرفاعي (المتوفى  1413هـ)		 دار لبنان للطباعة والنشر، بيروت			 الثالثة، 1399 هـ - 1979 م	 1	
التوضيح الأبهر لتذكرة ابن الملقن في علم الأثر	 شمس الدين أبو الخير محمد بن عبد الرحمن بن محمد بن أبي بكر بن عثمان بن محمد السخاوي (المتوفى  902هـ)		 مكتبة أضواء السلف			 الأولى - 1418 هـ - 1998م	 1	
التوضيح الرشيد في شرح التوحيد المذيل بالتفنيد لشبهات العنيد	 أبو عبد الله خلدون بن محمود بن نغوي الحقوي						 1	
التوضيح الرشيد في شرح التوحيد المذيل بالتفنيد لشبهات العنيد	 أبو عبد الله خلدون بن محمود بن نغوي الحقوي						 1	
التوضيح المفيد لمسائل كتاب التوحيد	 عبد الله بن محمد بن أحمد الدويش (المتوفى  1409هـ)		 دار العليان			 1411هـ ـ 1990م	 1	
التوضيح عن توحيد الخلاق في جواب أهل العراق وتذكرة أولي الألباب في طريقة الشيخ محمد بن عبد الوهاب	 سليمان بن عبد الله بن محمد بن عبد الوهاب (المتوفى  1233هـ)		 دار طيبة، الرياض، المملكة العربية السعودية			 الأولى، 1404هـ/ 1984م	 1	
التوضيح في شرح المختصر الفرعي لابن الحاجب	 خليل بن إسحاق بن موسى، ضياء الدين الجندي المالكي المصري (المتوفى  776هـ)	 د. أحمد بن عبد الكريم نجيب	 مركز نجيبويه للمخطوطات وخدمة التراث			 الأولى، 1429هـ - 2008م	 8	
التوضيح لشرح الجامع الصحيح	 ابن الملقن سراج الدين أبو حفص عمر بن علي بن أحمد الشافعي المصري (المتوفى  804هـ)	 دار الفلاح للبحث العلمي وتحقيق التراث	 دار النوادر، دمشق - سوريا			 الأولى، 1429 هـ - 2008 م	 36 (33 و 3 أجزاء للفهارس)	
التوضيح والبيان لشجرة الإيمان	 أبو عبد الله، عبد الرحمن بن ناصر بن عبد الله بن ناصر بن حمد آل سعدي (المتوفى  1376هـ)						 1	
التوقيف على مهمات التعاريف	 زين الدين محمد المدعو بعبد الرؤوف بن تاج العارفين بن علي بن زين العابدين الحدادي ثم المناوي القاهري (المتوفى  1031هـ)		 عالم الكتب 38 عبد الخالق ثروت-القاهرة			 الأولى، 1410هـ-1990م	 1	
التوكل	 القاضي أبو يعلى، محمد بن الحسين بن محمد بن خلف المعروف بـ ابن الفراء (المتوفى  458 هـ)		 دار الميمان للنشر والتوزيع، الرياض - المملكة العربية السعودية			 الأولى، 1435 هـ - 2014 م	 1	
مجموعة رسائل بان أبي الدنيا كتاب التوكل على الله	 أبو بكر عبد الله بن محمد بن عبيد بن سفيان بن قيس البغدادي الأموي القرشي المعروف بابن أبي الدنيا (المتوفى  281هـ)		 مؤسسة الكتب الثقافية، بيروت - لبنان			 الأولى، 1413 هـ - 1993 م	 1	
التوكل وسؤال الله عز وجل - مخطوط	 عبد الغني بن عبد الواحد بن علي بن سرور المقدسي الجماعيلي الدمشقي الحنبلي، أبو محمد، تقي الدين (المتوفى  600هـ)							
التوهم في وصف أحوال الآخرة	 الحارث بن أسد المحاسبي، أبو عبد الله (المتوفى  243هـ)		 مكتبة التراث الإسلامي، حلب				 1	
التيجان في ملوك حمير	 عبد الملك بن هشام بن أيوب الحميري المعافري، أبو محمد، جمال الدين (المتوفى  213هـ) يرويه عن أسد بن موسى عن أبي إدريس ابن سنان عن جده لأمه وهب بن منبه رضي الله عنهم	 مركز الدراسات والأبحاث اليمنية	 مركز الدراسات والأبحاث اليمنية، صنعاء - الجمهورية العربية اليمنية			 الأولى، 1347 هـ	 1	
التيسير بشرح الجامع الصغير	 زين الدين محمد المدعو بعبد الرؤوف بن تاج العارفين بن علي بن زين العابدين الحدادي ثم المناوي القاهري (المتوفى  1031هـ)		 مكتبة الإمام الشافعي - الرياض			 الثالثة، 1408هـ - 1988م	 2	
التيسير في أحاديث التفسير	 محمد المكي الناصري (المتوفى  1414هـ)		 دار الغرب الإسلامي، بيروت - لبنان			 الأولى، 1405 هـ - 1985 م	 6	
التيسير في أحكام التسعير	 أحمد بن سعيد المجيلدي		 الشركة الوطنية للنشر والتوزيع، الجزائر			 (بدون)	 1	
التيسير في أصول واتجاهات التفسير	 عماد علي عبد السميع (معاصر)		 دار الإيمان - الإسكندرية		 2006		 1	
التيسير في القراءات السبع	 عثمان بن سعيد بن عثمان بن عمر أبو عمرو الداني (المتوفى  444هـ)	 اوتو تريزل	 دار الكتاب العربي - بيروت			 الثانية، 1404هـ/ 1984م	 1	
الثالث عشر من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث عشر من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث عشر من فوائد ابن المقرئ	 أبو بكر محمد بن إبراهيم بن علي بن عاصم بن زاذان الأصبهاني الخازن، المشهور بابن المقرئ (المتوفى  381هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من الفوائد المنتقاة للحربي	 علي بن عمر بن محمد بن الحسين ابن شاذان، أبو الحسن السكري الحربي الصيرفي الكيال (المتوفى  386هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من فوائد أبي عثمان البحيري	 أبو عثمان سعيد بن محمد ابن أبي الحسين أحمد بن محمد بن جعفر بن محمد بن بحير البحيري، النيسابوري (المتوفى  451هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من مشيخة ابن حيويه	 محمد بن العباس بن محمد بن زكرياء، أبو عمر ابن حيويه الخزاز (المتوفى  382هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من معجم الشيخة مريم	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث من معجم شيوخ الدمياطي	 عبد المؤمن بن خلف الدمياطي، أبو محمد، شرف الدين الشافعي (المتوفى  705هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث والثلاثون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثالث والثمانون من الفوائد الأفراد (ضمن مجموع طبع باسم «الفوائد» لابن منده!)	 أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى  385هـ)	 خلاف محمود عبد السميع	 دار الكتب العلمية، بيروت - لبنان			 الأولى، 1423 هـ - 2002 م	 2	
الثالث والعشرون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن عشر من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن عشر من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن من أجزاء أبي علي بن شاذان	 الحسن بن خلف بن شاذان بن زياد الواسطى، أبو على البزاز (المتوفى  246هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن من فوائد أبي عثمان البحيري	 أبو عثمان سعيد بن محمد ابن أبي الحسين أحمد بن محمد بن جعفر بن محمد بن بحير البحيري، النيسابوري (المتوفى  451هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن من معجم الشيخة مريم	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن من معجم شيوخ الدمياطي	 عبد المؤمن بن خلف الدمياطي، أبو محمد، شرف الدين الشافعي (المتوفى  705هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثامن والعشرون من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني عشر من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني عشر من المشيخة البغدادية لأبي طاهر السلفي	 صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني (المتوفى  576هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من أجزاء أبي علي بن شاذان	 الحسن بن خلف بن شاذان بن زياد الواسطى، أبو على البزاز (المتوفى  246هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من أجزاء ابن الصواف	 محمد بن أحمد بن الحسن بن إسحاق ابن الصواف، أبو علي البغدادي (المتوفى  359هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من أمالي أبي الحسين بن بشران	 علي بن محمد بن عبد الله بن بشران الأموي أبو الحسين البغدادي المعدل (المتوفى  415هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من أمالي ابن السماك	 عثمان بن أحمد بن عبيد الله بن يزيد، أبو عمرو الدقاق، ابن السماك (المتوفى  344هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من الأفراد للدارقطني	 أبو الحسن علي بن عمر بن أحمد بن مهدي بن مسعود بن النعمان بن دينار البغدادي الدارقطني (المتوفى  385هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
الثاني من الخلعيات	 علي بن الحسن بن الحسين بن محمد، أبو الحسن الخلعي الشافعي (المتوفى  492هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
